payment_id,customer_id,staff_id,rental_id,amount,payment_date
23925,133,1,10665,0.99,24:44.0
23926,133,1,12419,4.99,30:15.0
23927,133,1,12834,4.99,15:57.0
23928,133,2,13323,2.99,16:34.0
23929,133,1,13455,1.99,00:44.0
23930,133,2,13910,2.99,59:16.0
23931,133,2,15080,0.99,40:18.0
23932,133,1,16009,6.99,36:26.0
23933,134,1,10864,6.99,47:26.0
23934,134,1,11280,3.99,03:00.0
23935,134,1,11283,4.99,08:13.0
23936,134,2,11482,4.99,52:58.0
23937,134,1,12754,7.99,06:08.0
23938,134,2,12987,2.99,40:11.0
23939,134,2,13006,2.99,15:43.0
23940,134,2,14265,2.99,48:41.0
23941,134,2,15963,2.99,11:13.0
23942,135,2,10471,0.99,21:04.0
23943,135,1,10611,2.99,22:19.0
23944,135,1,10698,3.99,53:08.0
23945,135,2,11194,5.99,04:20.0
23946,135,1,11704,7.99,49:49.0
23947,135,1,12249,2.99,22:01.0
23948,135,1,13035,0.99,15:12.0
23949,135,1,14005,0.99,47:32.0
23950,135,2,14136,5.99,25:53.0
23951,135,2,15908,2.99,10:27.0
23952,136,2,11992,10.99,55:49.0
23953,136,1,12287,5.99,26:33.0
23954,136,2,12539,0.99,38:36.0
23955,136,2,13992,4.99,59:02.0
23956,136,2,14379,0.99,21:30.0
23957,136,1,14437,2.99,16:59.0
23958,136,1,15439,4.99,02:55.0
23959,137,2,10595,4.99,44:55.0
23960,137,2,10842,5.99,09:51.0
23961,137,2,11057,4.99,06:46.0
23962,137,1,11281,3.99,03:28.0
23963,137,2,11732,3.99,58:13.0
23964,137,1,12078,2.99,28:49.0
23965,137,1,13148,0.99,23:57.0
23966,137,1,13472,5.99,31:58.0
23967,137,1,13776,5.99,25:33.0
23968,137,1,14754,7.99,45:53.0
23969,137,2,15082,7.99,45:33.0
23970,137,1,15133,0.99,46:10.0
23971,137,2,15537,2.99,28:57.0
23972,137,2,15889,4.99,26:10.0
23973,137,1,16030,9.99,24:31.0
23974,138,1,10268,3.99,37:23.0
23975,138,1,10431,5.99,10:21.0
23976,138,1,11015,4.99,41:27.0
23977,138,1,11088,0.99,16:58.0
23978,138,1,11463,0.99,06:03.0
23979,138,2,12550,2.99,09:05.0
23980,138,2,12873,2.99,34:08.0
23981,138,1,14194,1.99,08:38.0
23982,138,2,14432,4.99,04:42.0
23983,138,2,14486,4.99,21:21.0
23984,138,1,14987,4.99,09:35.0
23985,138,1,15424,2.99,31:28.0
23986,138,1,15501,0.99,08:23.0
23987,139,1,10900,2.99,02:53.0
23988,139,1,12859,6.99,51:50.0
23989,139,2,13401,3.99,44:43.0
23990,139,2,14736,5.99,54:20.0
23991,139,1,14788,2.99,56:26.0
23992,139,1,15024,2.99,25:37.0
23993,139,2,15029,2.99,33:20.0
23994,139,1,15062,2.99,03:06.0
23995,139,1,15218,9.99,27:32.0
23996,139,1,15471,3.99,07:15.0
23997,139,1,15743,0.99,40:32.0
23998,140,1,10342,6.99,39:38.0
23999,140,2,11430,3.99,33:03.0
24000,140,1,12086,4.99,48:28.0
24001,140,1,12675,4.99,02:29.0
24002,140,2,13053,10.99,00:15.0
24003,140,1,15261,2.99,53:01.0
24004,140,1,15852,2.99,15:29.0
24005,141,1,10287,3.99,05:28.0
24006,141,1,10379,1.99,02:56.0
24007,141,1,10798,4.99,31:37.0
24008,141,1,11411,2.99,58:14.0
24009,141,1,11412,5.99,01:18.0
24010,141,1,12032,5.99,42:53.0
24011,141,1,12093,2.99,57:07.0
24012,141,2,12107,3.99,24:51.0
24013,141,2,12353,2.99,01:35.0
24014,141,1,13000,0.99,05:09.0
24015,141,2,13169,2.99,12:02.0
24016,141,2,13470,4.99,29:43.0
24017,141,2,14059,7.99,53:11.0
24018,141,1,14112,2.99,29:13.0
24019,141,1,15013,4.99,11:12.0
24020,141,1,15309,0.99,23:19.0
24021,141,1,15964,2.99,13:52.0
24022,142,2,10934,5.99,20:45.0
24023,142,2,11244,5.99,01:51.0
24024,142,1,12964,0.99,57:40.0
24025,142,1,13044,0.99,42:58.0
24026,142,2,13745,0.99,22:16.0
24027,142,1,13959,0.99,44:48.0
24028,142,2,14116,4.99,39:44.0
24029,142,2,14813,0.99,40:04.0
24030,142,2,15333,2.99,12:33.0
24031,142,1,15477,1.99,15:02.0
24032,143,1,11278,6.99,58:10.0
24033,143,2,11651,6.99,30:52.0
24034,143,1,12408,2.99,09:05.0
24035,143,2,13835,4.99,35:00.0
24036,143,1,15250,5.99,31:38.0
24037,143,1,16029,4.99,22:29.0
24038,144,1,10302,0.99,40:35.0
24039,144,1,10593,4.99,41:46.0
24040,144,1,10740,5.99,18:59.0
24041,144,1,10951,4.99,55:02.0
24042,144,1,11228,2.99,23:50.0
24043,144,2,11476,6.99,32:14.0
24044,144,1,11534,7.99,03:54.0
24045,144,1,11859,4.99,19:47.0
24046,144,2,12087,2.99,48:39.0
24047,144,2,12733,2.99,27:27.0
24048,144,1,12858,3.99,50:43.0
24049,144,2,12980,6.99,31:41.0
24050,144,2,13881,2.99,47:22.0
24051,144,2,14159,2.99,14:25.0
24052,144,1,15017,1.99,16:11.0
24053,144,1,15753,7.99,11:57.0
24054,145,2,10799,4.99,31:58.0
24055,145,2,11904,5.99,07:53.0
24056,145,2,11954,2.99,47:03.0
24057,145,1,12637,2.99,35:20.0
24058,145,2,12785,2.99,34:16.0
24059,145,2,13012,7.99,23:26.0
24060,145,1,13164,3.99,59:22.0
24061,145,2,13272,0.99,17:40.0
24062,145,2,14044,5.99,17:05.0
24063,145,2,14389,6.99,43:47.0
24064,146,2,11173,7.99,56:27.0
24065,146,1,11221,2.99,00:39.0
24066,146,2,11370,0.99,34:28.0
24067,146,2,11392,5.99,09:38.0
24068,146,1,11573,4.99,06:45.0
24069,146,1,11857,4.99,16:57.0
24070,146,1,12129,7.99,59:52.0
24071,146,1,12385,2.99,08:00.0
24072,146,1,12888,4.99,09:36.0
24073,146,1,13606,4.99,35:28.0
24074,146,2,13829,4.99,18:44.0
24075,146,2,14143,2.99,38:59.0
24076,146,1,15842,6.99,04:32.0
24077,147,1,10706,7.99,09:55.0
24078,147,2,10752,8.99,37:16.0
24079,147,1,12284,4.99,24:16.0
24080,147,1,12757,4.99,26:12.0
24081,147,2,13542,4.99,10:24.0
24082,147,2,13670,3.99,55:28.0
24083,147,2,14021,4.99,30:39.0
24084,147,1,14156,0.99,03:43.0
24085,147,2,14641,0.99,33:50.0
24086,147,2,14960,4.99,00:03.0
24087,147,1,15052,2.99,37:46.0
24088,147,2,15331,4.99,06:24.0
24089,147,2,15513,4.99,30:23.0
24090,147,1,15730,8.99,01:02.0
24091,147,2,16004,6.99,21:47.0
24092,148,2,10830,6.99,46:33.0
24093,148,1,11357,10.99,11:16.0
24094,148,1,12029,2.99,35:28.0
24095,148,2,12038,0.99,56:53.0
24096,148,2,12512,3.99,56:54.0
24097,148,1,12944,6.99,16:39.0
24098,148,1,12983,6.99,35:18.0
24099,148,1,14055,0.99,46:27.0
24100,148,1,14155,4.99,00:02.0
24101,148,2,14184,6.99,53:17.0
24102,148,2,14629,2.99,08:19.0
24103,148,2,14713,0.99,55:51.0
24104,148,2,14879,5.99,10:39.0
24105,148,2,14965,2.99,14:20.0
24106,148,2,15237,4.99,12:57.0
24107,148,2,15379,8.99,54:40.0
24108,148,1,15541,3.99,42:20.0
24109,148,2,15586,3.99,25:31.0
24110,149,2,10737,7.99,59:51.0
24111,149,2,10967,0.99,30:43.0
24112,149,1,11561,2.99,51:36.0
24113,149,1,12000,4.99,18:11.0
24114,149,1,14771,3.99,18:42.0
24115,149,2,15479,4.99,19:20.0
24116,149,2,15562,2.99,33:00.0
24117,150,1,10686,2.99,19:48.0
24118,150,2,11123,2.99,22:44.0
24119,150,2,11789,6.99,27:51.0
24120,150,2,12260,6.99,44:10.0
24121,150,2,12335,2.99,27:42.0
24122,150,2,12627,2.99,05:38.0
24123,150,1,12887,1.99,07:21.0
24124,150,2,12890,0.99,10:35.0
24125,150,1,13116,6.99,00:08.0
24126,150,2,13255,8.99,22:39.0
24127,150,1,13372,2.99,51:46.0
24128,150,2,13599,5.99,28:30.0
24129,150,2,14165,0.99,27:44.0
24130,150,2,14454,2.99,04:16.0
24131,150,2,14520,9.99,29:16.0
24132,150,1,14663,0.99,16:22.0
24133,151,1,10311,4.99,56:26.0
24134,151,1,10662,2.99,19:24.0
24135,151,2,11714,2.99,03:22.0
24136,151,2,13230,0.99,40:34.0
24137,151,1,13568,5.99,31:13.0
24138,151,1,14856,4.99,00:18.0
24139,151,2,14922,3.99,41:32.0
24140,151,1,15227,4.99,51:08.0
24141,151,1,15926,2.99,49:23.0
24142,151,2,15996,2.99,00:05.0
24143,152,1,10320,6.99,07:53.0
24144,152,2,11638,6.99,07:36.0
24145,152,2,11783,0.99,07:51.0
24146,152,1,12697,2.99,43:23.0
24147,152,1,12917,4.99,55:38.0
24148,152,2,12960,1.99,50:19.0
24149,152,1,13204,4.99,31:15.0
24150,152,2,13484,0.99,45:19.0
24151,152,1,13986,0.99,41:50.0
24152,152,1,14173,0.99,29:28.0
24153,152,2,14668,4.99,19:57.0
24154,153,2,11368,4.99,31:32.0
24155,153,1,12103,1.99,17:36.0
24156,153,1,12439,3.99,13:24.0
24157,153,1,12882,4.99,02:13.0
24158,153,1,14664,4.99,17:14.0
24159,153,1,14747,4.99,28:29.0
24160,153,1,14944,4.99,29:53.0
24161,153,2,15267,0.99,06:15.0
24162,153,2,15444,7.99,15:19.0
24163,153,1,15593,1.99,43:36.0
24164,154,1,10278,6.99,53:54.0
24165,154,1,10851,4.99,27:12.0
24166,154,1,11296,5.99,43:54.0
24167,154,1,12341,0.99,37:54.0
24168,154,2,13861,4.99,25:20.0
24169,154,2,14731,2.99,50:16.0
24170,154,2,14793,7.99,06:24.0
24171,154,1,14918,6.99,35:05.0
24172,154,1,15351,0.99,44:13.0
24173,154,1,15721,2.99,44:43.0
24174,155,1,11033,4.99,22:44.0
24175,155,2,11951,5.99,42:29.0
24176,155,1,14324,8.99,39:23.0
24177,155,2,14549,2.99,22:48.0
24178,155,1,14753,2.99,40:10.0
24179,155,2,14909,0.99,17:11.0
24180,155,1,15106,0.99,30:15.0
24181,156,2,10309,6.99,52:45.0
24182,156,2,11490,2.99,04:27.0
24183,156,1,11587,5.99,49:30.0
24184,156,2,13530,0.99,41:10.0
24185,156,2,13531,2.99,54:37.0
24186,156,2,13802,2.99,13:20.0
24187,156,1,14794,1.99,07:58.0
24188,156,2,14831,4.99,09:16.0
24189,156,1,14914,0.99,22:02.0
24190,156,1,15408,6.99,54:59.0
24191,157,2,11249,4.99,04:07.0
24192,157,2,11335,4.99,26:04.0
24193,157,1,12213,5.99,02:22.0
24194,157,1,12464,6.99,02:01.0
24195,157,1,12916,0.99,55:32.0
24196,157,1,13097,4.99,19:10.0
24197,157,1,13214,4.99,59:33.0
24198,157,1,13481,6.99,39:39.0
24199,157,1,13728,2.99,39:34.0
24200,157,2,14974,4.99,32:52.0
24201,158,2,11077,4.99,55:10.0
24202,158,1,11103,6.99,38:21.0
24203,158,1,11272,0.99,48:54.0
24204,158,1,11420,2.99,16:23.0
24205,158,2,12070,1.99,15:14.0
24206,158,2,12421,5.99,32:33.0
24207,158,2,13212,1.99,52:34.0
24208,158,2,13854,2.99,17:09.0
24209,158,1,13926,2.99,37:54.0
24210,158,2,14028,0.99,51:30.0
24211,158,1,15763,2.99,31:26.0
24212,158,1,15796,5.99,40:49.0
24213,158,1,15802,5.99,55:18.0
24214,159,2,11225,4.99,11:54.0
24215,159,2,13270,1.99,09:43.0
24216,159,1,13933,0.99,45:34.0
24217,159,2,14575,8.99,20:01.0
24218,159,1,15197,0.99,42:52.0
24219,160,1,10305,2.99,44:43.0
24220,160,2,10788,0.99,05:37.0
24221,160,2,10958,4.99,05:40.0
24222,160,2,10979,5.99,45:04.0
24223,160,2,11154,2.99,23:17.0
24224,160,1,11803,2.99,10:35.0
24225,160,1,11888,7.99,32:32.0
24226,160,2,12334,2.99,21:03.0
24227,160,1,12435,7.99,06:58.0
24228,160,2,13093,6.99,14:43.0
24229,160,1,14868,4.99,43:28.0
24230,160,1,15112,2.99,50:16.0
24231,160,2,15642,2.99,37:38.0
24232,160,1,15962,4.99,10:31.0
24233,160,1,16027,3.99,18:00.0
24234,161,1,10241,5.99,40:52.0
24235,161,1,10355,0.99,16:04.0
24236,161,1,10637,2.99,12:36.0
24237,161,1,10863,6.99,46:34.0
24238,161,2,10939,0.99,34:47.0
24239,161,1,11838,2.99,34:27.0
24240,161,2,14150,0.99,51:30.0
24241,161,1,14370,7.99,03:41.0
24242,161,1,15000,0.99,23:25.0
24243,161,2,15045,5.99,21:50.0
24244,161,2,15150,2.99,40:32.0
24245,161,1,15420,5.99,24:18.0
24246,162,2,11012,0.99,38:09.0
24247,162,1,13288,4.99,58:37.0
24248,162,2,14301,1.99,48:15.0
24249,162,1,15332,4.99,10:20.0
24250,163,2,10245,0.99,52:36.0
24251,163,2,11623,2.99,44:14.0
24252,163,2,11940,4.99,24:55.0
24253,163,1,12154,2.99,52:23.0
24254,163,2,12973,2.99,16:38.0
24255,163,2,13543,7.99,11:40.0
24256,163,2,14275,4.99,58:57.0
24257,163,2,14427,5.99,54:33.0
24258,163,1,15520,8.99,59:12.0
24259,163,1,15847,0.99,08:05.0
24260,164,2,11175,2.99,07:14.0
24261,164,2,13453,5.99,59:18.0
24262,165,1,10565,4.99,36:54.0
24263,165,1,11484,2.99,56:50.0
24264,165,2,12643,4.99,49:33.0
24265,165,2,15007,1.99,49:48.0
24266,165,1,15801,3.99,54:31.0
24267,165,2,15834,5.99,52:17.0
24268,166,2,10422,7.99,45:38.0
24269,166,2,12683,4.99,19:10.0
24270,166,1,12968,4.99,06:45.0
24271,166,2,13582,4.99,56:38.0
24272,166,2,13901,7.99,35:20.0
24273,166,2,14261,5.99,35:51.0
24274,166,2,14281,2.99,09:15.0
24275,166,1,15213,5.99,17:29.0
24276,166,2,15216,2.99,25:29.0
24277,166,2,15806,1.99,00:17.0
24278,167,2,10285,3.99,03:38.0
24279,167,1,12642,4.99,47:43.0
24280,167,2,12717,4.99,44:07.0
24281,167,1,12978,4.99,25:54.0
24282,167,1,13825,6.99,11:49.0
24283,167,1,13870,1.99,37:43.0
24284,167,1,15003,3.99,39:51.0
24285,167,1,15050,0.99,36:19.0
24286,167,2,15478,0.99,18:58.0
24287,167,2,15530,4.99,19:15.0
24288,167,2,15915,4.99,20:28.0
24289,168,2,10270,0.99,38:51.0
24290,168,1,11551,0.99,32:16.0
24291,168,1,11627,10.99,54:14.0
24292,168,1,11631,1.99,57:23.0
24293,168,1,12545,6.99,56:27.0
24294,168,1,12781,2.99,18:51.0
24295,168,1,13018,8.99,33:17.0
24296,168,2,13532,4.99,57:55.0
24297,168,2,13811,0.99,28:57.0
24298,168,1,14090,2.99,39:43.0
24299,168,1,15033,3.99,53:51.0
24300,168,1,15165,2.99,27:57.0
24301,168,2,15683,2.99,06:44.0
24302,169,2,11687,5.99,08:26.0
24303,169,1,11898,5.99,52:39.0
24304,169,2,13198,2.99,15:45.0
24305,169,2,13237,1.99,47:03.0
24306,169,2,14435,0.99,13:04.0
24307,169,2,14805,4.99,20:28.0
24308,169,2,15534,0.99,24:21.0
24309,169,2,15680,4.99,01:49.0
24310,170,2,10481,5.99,45:53.0
24311,170,1,11039,0.99,29:20.0
24312,170,2,12706,3.99,13:01.0
24313,170,1,12967,3.99,06:18.0
24314,170,1,13081,0.99,47:33.0
24315,170,2,13862,6.99,25:28.0
24316,170,2,14022,8.99,37:16.0
24317,170,2,14675,2.99,30:18.0
24318,170,1,15549,7.99,55:33.0
24319,171,2,10622,4.99,40:27.0
24320,171,1,12600,4.99,12:51.0
24321,171,1,12962,5.99,51:15.0
24322,171,2,13087,6.99,02:19.0
24323,171,2,13292,0.99,03:59.0
24324,171,2,13433,0.99,59:20.0
24325,171,1,14270,1.99,50:45.0
24326,171,2,14615,9.99,34:59.0
24327,171,2,15810,0.99,11:42.0
24328,172,1,10312,3.99,57:33.0
24329,172,2,10621,0.99,38:53.0
24330,172,2,11499,6.99,22:39.0
24331,172,2,12350,4.99,58:13.0
24332,172,2,12638,8.99,40:06.0
24333,172,2,13067,5.99,19:44.0
24334,172,2,13320,4.99,04:00.0
24335,172,1,13342,0.99,50:03.0
24336,172,2,13937,4.99,51:18.0
24337,172,1,14991,4.99,19:11.0
24338,172,2,15637,2.99,22:05.0
24339,172,1,15902,3.99,56:30.0
24340,172,2,16038,3.99,42:58.0
24341,173,1,10351,5.99,00:40.0
24342,173,2,12073,2.99,19:06.0
24343,173,1,12282,6.99,22:47.0
24344,173,2,12501,4.99,41:40.0
24345,173,1,14654,2.99,05:26.0
24346,173,2,15483,0.99,31:20.0
24347,173,1,15775,8.99,54:11.0
24348,173,1,16010,2.99,38:51.0
24349,174,1,10363,2.99,30:19.0
24350,174,2,10398,4.99,40:16.0
24351,174,1,10559,8.99,31:25.0
24352,174,1,11525,0.99,43:58.0
24353,174,2,12886,5.99,06:59.0
24354,174,1,13185,0.99,50:57.0
24355,174,1,15892,1.99,29:27.0
24356,174,1,15975,4.99,34:50.0
24357,175,2,10229,7.99,13:53.0
24358,175,1,10875,0.99,00:11.0
24359,175,2,11618,4.99,30:03.0
24360,175,1,12509,0.99,50:19.0
24361,175,1,13016,4.99,25:41.0
24362,175,2,13833,6.99,28:56.0
24363,175,2,13997,6.99,19:55.0
24364,175,2,14507,4.99,01:12.0
24365,175,2,14897,2.99,50:58.0
24366,176,1,10277,2.99,51:08.0
24367,176,2,10441,0.99,24:23.0
24368,176,1,10862,2.99,46:01.0
24369,176,1,11678,5.99,36:06.0
24370,176,1,12299,2.99,00:59.0
24371,176,1,12718,2.99,50:11.0
24372,176,1,13170,7.99,14:15.0
24373,176,2,13186,5.99,51:46.0
24374,176,1,14083,7.99,10:58.0
24375,176,2,14232,1.99,35:29.0
24376,176,2,15311,4.99,25:19.0
24377,176,1,15933,4.99,05:11.0
24378,177,2,10321,4.99,08:29.0
24379,177,1,10661,2.99,16:58.0
24380,177,1,10710,0.99,13:03.0
24381,177,1,11195,0.99,10:50.0
24382,177,1,11376,5.99,44:27.0
24383,177,2,11662,6.99,56:04.0
24384,177,1,12623,4.99,02:46.0
24385,177,2,14093,0.99,49:56.0
24386,177,2,14310,0.99,12:59.0
24387,177,2,14849,2.99,43:53.0
24388,177,2,14883,0.99,23:29.0
24389,178,2,10562,0.99,34:19.0
24390,178,1,10802,5.99,46:59.0
24391,178,2,11319,6.99,38:36.0
24392,178,2,11884,6.99,11:50.0
24393,178,2,11927,3.99,53:30.0
24394,178,2,12049,6.99,21:54.0
24395,178,2,12727,2.99,13:42.0
24396,178,1,13127,2.99,32:30.0
24397,178,1,14104,4.99,06:11.0
24398,178,1,14257,7.99,21:24.0
24399,178,2,14314,2.99,18:41.0
24400,178,1,15323,4.99,51:07.0
24401,179,1,10385,4.99,08:22.0
24402,179,2,10569,3.99,46:50.0
24403,179,1,11342,0.99,40:02.0
24404,179,2,13240,0.99,50:41.0
24405,179,1,13400,4.99,40:11.0
24406,179,2,13844,7.99,58:53.0
24407,179,2,13957,0.99,37:31.0
24408,179,2,14082,7.99,10:27.0
24409,179,1,14589,0.99,57:22.0
24410,179,1,15985,4.99,48:50.0
24411,180,1,10576,5.99,14:29.0
24412,180,1,10992,8.99,09:44.0
24413,180,1,12313,8.99,35:58.0
24414,180,1,13283,2.99,38:46.0
24415,180,2,13842,4.99,58:04.0
24416,180,1,13994,2.99,01:48.0
24417,180,1,14109,0.99,21:25.0
24418,180,1,14851,2.99,49:11.0
24419,180,1,15039,4.99,06:21.0
24420,181,2,10262,4.99,29:53.0
24421,181,2,10362,6.99,23:40.0
24422,181,2,10703,2.99,06:06.0
24423,181,1,10748,4.99,29:51.0
24424,181,1,10773,6.99,22:12.0
24425,181,2,11224,4.99,09:05.0
24426,181,1,12363,7.99,21:16.0
24427,181,1,12411,0.99,16:24.0
24428,181,1,12678,2.99,09:54.0
24429,181,2,12939,2.99,06:52.0
24430,181,2,13118,4.99,08:25.0
24431,181,2,13405,4.99,49:16.0
24432,181,2,13415,2.99,16:36.0
24433,181,2,14406,3.99,15:02.0
24434,181,2,15196,2.99,39:59.0
24435,181,2,15482,4.99,29:47.0
24436,182,1,11055,4.99,04:32.0
24437,182,2,11785,3.99,23:13.0
24438,182,1,12573,4.99,01:24.0
24439,182,1,12840,6.99,22:38.0
24440,182,1,13285,2.99,47:11.0
24441,182,1,14586,5.99,47:36.0
24442,182,1,14953,6.99,52:21.0
24443,182,1,15043,1.99,17:59.0
24444,183,2,10620,5.99,37:44.0
24445,183,2,11386,2.99,52:30.0
24446,183,2,12451,0.99,33:09.0
24447,183,2,12764,3.99,42:42.0
24448,183,2,12831,3.99,09:10.0
24449,183,1,13482,2.99,42:57.0
24450,183,1,13536,4.99,03:43.0
24451,184,2,12166,9.99,25:33.0
24452,184,2,12454,2.99,47:29.0
24453,184,1,12532,2.99,26:25.0
24454,184,1,13134,0.99,42:41.0
24455,184,1,13262,5.99,48:42.0
24456,184,1,13303,4.99,23:48.0
24457,184,2,14472,4.99,42:24.0
24458,184,1,14801,5.99,15:21.0
24459,184,2,15611,0.99,24:45.0
24460,185,2,11355,0.99,06:10.0
24461,185,1,12312,2.99,35:53.0
24462,185,1,12674,5.99,53:23.0
24463,185,1,12885,0.99,05:52.0
24464,185,2,14513,2.99,20:02.0
24465,186,1,10985,0.99,58:46.0
24466,186,1,11982,0.99,41:34.0
24467,186,1,12348,5.99,50:14.0
24468,186,1,12438,8.99,11:19.0
24469,186,1,13168,6.99,05:55.0
24470,186,2,13517,4.99,01:44.0
24471,186,1,13853,3.99,15:29.0
24472,186,1,14006,2.99,50:03.0
24473,186,2,14229,4.99,25:42.0
24474,186,2,14646,4.99,43:15.0
24475,186,2,14988,3.99,14:32.0
24476,186,2,15001,0.99,29:16.0
24477,186,2,15295,3.99,04:48.0
24478,186,1,15596,0.99,48:18.0
24479,187,1,11843,2.99,43:17.0
24480,187,2,12307,8.99,16:50.0
24481,187,2,12490,9.99,17:12.0
24482,187,1,12534,7.99,33:08.0
24483,187,2,13940,8.99,57:24.0
24484,187,2,14855,8.99,55:59.0
24485,187,2,15231,4.99,01:24.0
24486,187,2,15517,2.99,41:28.0
24487,187,2,15971,7.99,28:00.0
24488,188,2,10453,5.99,41:54.0
24489,188,1,10494,0.99,13:48.0
24490,188,2,10719,4.99,28:55.0
24491,188,2,10757,4.99,51:11.0
24492,188,2,11378,2.99,45:19.0
24493,188,1,13570,2.99,33:24.0
24494,188,1,13787,5.99,43:50.0
24495,188,1,14399,2.99,01:50.0
24496,188,2,14809,2.99,29:09.0
24497,188,2,15319,2.99,45:44.0
24498,188,2,15409,0.99,54:59.0
24499,188,2,15474,4.99,07:37.0
24500,189,1,10247,9.99,02:33.0
24501,189,2,11059,6.99,10:05.0
24502,189,2,13601,6.99,29:42.0
24503,189,1,13766,3.99,10:28.0
24504,189,1,15773,1.99,53:24.0
24505,189,1,16008,5.99,33:18.0
24506,190,1,11082,5.99,58:46.0
24507,190,2,11158,6.99,26:55.0
24508,190,2,11276,4.99,57:13.0
24509,190,2,11312,6.99,25:18.0
24510,190,2,11750,0.99,35:27.0
24511,190,2,11950,9.99,41:43.0
24512,190,1,12270,2.99,00:32.0
24513,190,2,12381,0.99,00:10.0
24514,190,2,14065,0.99,09:14.0
24515,190,2,14141,4.99,35:49.0
24516,190,2,14166,2.99,27:58.0
24517,190,2,14650,0.99,53:18.0
24518,191,2,10532,2.99,35:02.0
24519,191,2,15375,4.99,40:29.0
24520,192,2,10238,0.99,36:32.0
24521,192,1,10843,7.99,11:30.0
24522,192,1,11385,4.99,51:38.0
24523,192,1,11815,4.99,41:53.0
24524,192,1,13125,5.99,26:16.0
24525,192,2,14146,4.99,41:58.0
24526,192,2,14238,7.99,45:07.0
24527,192,1,14404,4.99,11:31.0
24528,192,2,14692,6.99,11:48.0
24529,192,2,15855,2.99,27:28.0
24530,193,2,10462,2.99,06:55.0
24531,193,2,12384,0.99,05:25.0
24532,193,2,12658,4.99,34:09.0
24533,193,1,13529,2.99,36:14.0
24534,193,1,13608,0.99,39:11.0
24535,193,1,14679,2.99,43:25.0
24536,193,1,14927,4.99,00:20.0
24537,193,2,15164,4.99,16:20.0
24538,193,2,15344,6.99,30:15.0
24539,193,2,15495,5.99,54:37.0
24540,194,2,11475,5.99,23:36.0
24541,194,2,12851,3.99,40:39.0
24542,194,1,13515,0.99,58:14.0
24543,194,2,13616,7.99,59:00.0
24544,194,1,14440,4.99,27:31.0
24545,194,2,15937,4.99,11:49.0
24546,195,2,10911,4.99,27:03.0
24547,195,1,11201,7.99,17:43.0
24548,195,2,11787,2.99,27:27.0
24549,195,2,12099,0.99,07:21.0
24550,195,2,12941,0.99,07:53.0
24551,195,2,13741,0.99,17:14.0
24552,195,2,14751,7.99,39:50.0
24553,195,2,16040,11.99,48:00.0
24554,196,1,11104,2.99,38:25.0
24555,196,2,12430,0.99,01:08.0
24556,196,2,12684,0.99,19:54.0
24557,196,2,12836,0.99,17:00.0
24558,196,1,13799,8.99,05:09.0
24559,196,2,14410,5.99,23:16.0
24560,196,1,14698,5.99,18:25.0
24561,196,2,15980,0.99,38:40.0
24562,197,2,10460,3.99,59:27.0
24563,197,2,10666,0.99,25:03.0
24564,197,2,10739,4.99,14:38.0
24565,197,1,10743,2.99,23:36.0
24566,197,1,11018,4.99,56:20.0
24567,197,1,11215,4.99,49:09.0
24568,197,1,11311,4.99,22:15.0
24569,197,1,11478,2.99,37:32.0
24570,197,1,11643,1.99,18:02.0
24571,197,1,12799,0.99,55:28.0
24572,197,2,13913,3.99,06:02.0
24573,197,1,14069,9.99,19:52.0
24574,197,2,14951,4.99,48:04.0
24575,197,1,15078,2.99,37:58.0
24576,197,2,15233,0.99,10:20.0
24577,197,1,15540,8.99,41:19.0
24578,198,1,10679,0.99,56:25.0
24579,198,1,11351,3.99,56:34.0
24580,198,1,11594,6.99,15:29.0
24581,198,1,11756,2.99,57:49.0
24582,198,1,11836,4.99,32:03.0
24583,198,2,11949,2.99,40:53.0
24584,198,1,11957,1.99,50:56.0
24585,198,2,11985,2.99,48:11.0
24586,198,2,12594,4.99,52:51.0
24587,198,1,12862,5.99,00:26.0
24588,198,1,13768,5.99,12:10.0
24589,198,1,14214,5.99,59:16.0
24590,198,2,14380,2.99,22:19.0
24591,198,2,14990,4.99,16:28.0
24592,198,1,15256,6.99,48:34.0
24593,198,1,15433,4.99,55:45.0
24594,199,2,10517,4.99,10:24.0
24595,199,1,10850,8.99,22:12.0
24596,199,1,11454,2.99,33:06.0
24597,199,1,12386,0.99,14:24.0
24598,199,2,14320,4.99,33:07.0
24599,199,2,15412,0.99,05:38.0
24600,199,2,15751,3.99,09:34.0
24601,200,1,10685,2.99,18:05.0
24602,200,1,11356,8.99,11:07.0
24603,200,1,13737,5.99,10:17.0
24604,200,1,14034,10.99,00:19.0
24605,200,2,14521,6.99,29:59.0
24606,200,2,15691,4.99,22:21.0
24607,200,2,15742,5.99,40:04.0
24608,200,1,15961,6.99,04:09.0
24609,201,2,10750,5.99,34:27.0
24610,201,2,10865,3.99,51:13.0
24611,201,1,10891,0.99,38:22.0
24612,201,2,11807,0.99,19:42.0
24613,201,2,13076,4.99,38:53.0
24614,201,2,13613,9.99,52:20.0
24615,201,2,13671,3.99,55:30.0
24616,201,2,13672,2.99,55:54.0
24617,201,2,14656,2.99,07:55.0
24618,201,1,14973,2.99,27:55.0
24619,201,1,15887,2.99,22:36.0
24620,201,2,15974,5.99,34:31.0
24621,208,2,10762,4.99,57:06.0
24622,208,2,10784,5.99,52:55.0
